,ENSG,Symbol
1632,ENSG00000164176,EDIL3
1633,ENSG00000164181,ELOVL7
1634,ENSG00000164236,ANKRD33B
1635,ENSG00000164266,SPINK1
1636,ENSG00000164283,ESM1
1637,ENSG00000164284,GRPEL2
1638,ENSG00000164292,RHOBTB3
1639,ENSG00000164294,GPX8
1640,ENSG00000164318,EGFLAM
1641,ENSG00000164330,EBF1
1642,ENSG00000164379,FOXQ1
1643,ENSG00000164400,CSF2
1644,ENSG00000164434,FABP7
1645,ENSG00000164442,CITED2
1646,ENSG00000164451,CALHM4
1647,ENSG00000164463,CREBRF
1648,ENSG00000164485,IL22RA2
1649,ENSG00000164512,ANKRD55
1650,ENSG00000164530,PI16
1651,ENSG00000164588,HCN1
1652,ENSG00000164611,PTTG1
1653,ENSG00000164647,STEAP1
1654,ENSG00000164683,HEY1
1655,ENSG00000164687,FABP5
1656,ENSG00000164690,SHH
1657,ENSG00000164692,COL1A2
1658,ENSG00000164694,FNDC1
1659,ENSG00000164708,PGAM2
1660,ENSG00000164733,CTSB
1661,ENSG00000164736,SOX17
1662,ENSG00000164741,DLC1
1663,ENSG00000164761,TNFRSF11B
1664,ENSG00000164764,SBSPON
1665,ENSG00000164825,DEFB1
1666,ENSG00000164920,OSR2
1667,ENSG00000164932,CTHRC1
1668,ENSG00000164935,DCSTAMP
1669,ENSG00000164938,TP53INP1
1670,ENSG00000164949,GEM
1671,ENSG00000165029,ABCA1
1672,ENSG00000165030,NFIL3
1673,ENSG00000165092,ALDH1A1
1674,ENSG00000165124,SVEP1
1675,ENSG00000165140,FBP1
1676,ENSG00000165168,CYBB
1677,ENSG00000165197,VEGFD
1678,ENSG00000165215,CLDN3
1679,ENSG00000165272,AQP3
1680,ENSG00000165300,SLITRK5
1681,ENSG00000165424,ZCCHC24
1682,ENSG00000165457,FOLR2
1683,ENSG00000165474,GJB2
1684,ENSG00000165507,DEPP1
1685,ENSG00000165556,CDX2
1686,ENSG00000165646,SLC18A2
1687,ENSG00000165695,AK8
1688,ENSG00000165795,NDRG2
1689,ENSG00000165799,RNASE7
1690,ENSG00000165810,BTNL9
1691,ENSG00000165949,IFI27
1692,ENSG00000165953,SERPINA12
1693,ENSG00000165973,NELL1
1694,ENSG00000165997,ARL5B
1695,ENSG00000166024,R3HCC1L
1696,ENSG00000166033,HTRA1
1697,ENSG00000166046,TCP11L2
1698,ENSG00000166068,SPRED1
1699,ENSG00000166147,FBN1
1700,ENSG00000166148,AVPR1A
1701,ENSG00000166165,CKB
1702,ENSG00000166167,BTRC
1703,ENSG00000166183,ASPG
1704,ENSG00000166250,CLMP
1705,ENSG00000166265,CYYR1
1706,ENSG00000166278,C2
1707,ENSG00000166292,TMEM100
1708,ENSG00000166396,SERPINB7
1709,ENSG00000166415,WDR72
1710,ENSG00000166426,CRABP1
1711,ENSG00000166428,PLD4
1712,ENSG00000166482,MFAP4
1713,ENSG00000166509,CLEC3A
1714,ENSG00000166510,CCDC68
1715,ENSG00000166523,CLEC4E
1716,ENSG00000166532,RIMKLB
1717,ENSG00000166535,A2ML1
1718,ENSG00000166562,SEC11C
1719,ENSG00000166589,CDH16
1720,ENSG00000166592,RRAD
1721,ENSG00000166598,HSP90B1
1722,ENSG00000166670,MMP10
1723,ENSG00000166676,TVP23A
1724,ENSG00000166736,HTR3A
1725,ENSG00000166741,NNMT
1726,ENSG00000166803,PCLAF
1727,ENSG00000166825,ANPEP
1728,ENSG00000166828,SCNN1G
1729,ENSG00000166851,PLK1
1730,ENSG00000166869,CHP2
1731,ENSG00000166900,STX3
1732,ENSG00000166920,C15orf48
1733,ENSG00000166922,SCG5
1734,ENSG00000166923,GREM1
1735,ENSG00000166927,MS4A7
1736,ENSG00000166963,MAP1A
1737,ENSG00000167123,CERCAM
1738,ENSG00000167157,PRRX2
1739,ENSG00000167232,ZNF91
1740,ENSG00000167236,CCL23
1741,ENSG00000167244,IGF2
1742,ENSG00000167286,CD3D
1743,ENSG00000167306,MYO5B
1744,ENSG00000167414,GNG8
1745,ENSG00000167434,CA4
1746,ENSG00000167476,JSRP1
1747,ENSG00000167483,NIBAN3
1748,ENSG00000167552,TUBA1A
1749,ENSG00000167601,AXL
1750,ENSG00000167613,LAIR1
1751,ENSG00000167617,CDC42EP5
1752,ENSG00000167618,LAIR2
1753,ENSG00000167641,PPP1R14A
1754,ENSG00000167656,LY6D
1755,ENSG00000167680,SEMA6B
1756,ENSG00000167693,NXN
1757,ENSG00000167703,SLC43A2
1758,ENSG00000167723,TRPV3
1759,ENSG00000167740,CYB5D2
1760,ENSG00000167748,KLK1
1761,ENSG00000167749,KLK4
1762,ENSG00000167754,KLK5
1763,ENSG00000167755,KLK6
1764,ENSG00000167757,KLK11
1765,ENSG00000167759,KLK13
1766,ENSG00000167767,KRT80
1767,ENSG00000167768,KRT1
1768,ENSG00000167769,ACER1
1769,ENSG00000167772,ANGPTL4
1770,ENSG00000167779,IGFBP6
1771,ENSG00000167900,TK1
1772,ENSG00000167914,GSDMA
1773,ENSG00000167916,KRT24
1774,ENSG00000167920,KRT10-AS1
1775,ENSG00000167941,SOST
1776,ENSG00000167968,DNASE1L2
1777,ENSG00000167996,FTH1
1778,ENSG00000168078,PBK
1779,ENSG00000168079,SCARA5
1780,ENSG00000168140,VASN
1781,ENSG00000168209,DDIT4
1782,ENSG00000168243,GNG4
1783,ENSG00000168274,HIST1H2AE
1784,ENSG00000168275,COA6
1785,ENSG00000168298,H1-4
1786,ENSG00000168309,FAM107A
1787,ENSG00000168329,CX3CR1
1788,ENSG00000168333,PPDPFL
1789,ENSG00000168334,XIRP1
1790,ENSG00000168348,INSM2
1791,ENSG00000168350,DEGS2
1792,ENSG00000168367,LINC00917
1793,ENSG00000168386,FILIP1L
1794,ENSG00000168447,SCNN1B
1795,ENSG00000168461,RAB31
1796,ENSG00000168477,TNXB
1797,ENSG00000168481,LGI3
1798,ENSG00000168487,BMP1
1799,ENSG00000168497,CAVIN2
1800,ENSG00000168528,SERINC2
1801,ENSG00000168542,COL3A1
1802,ENSG00000168615,ADAM9
1803,ENSG00000168621,GDNF
1804,ENSG00000168671,UGT3A2
1805,ENSG00000168672,LRATD2
1806,ENSG00000168675,LDLRAD4
1807,ENSG00000168685,IL7R
1808,ENSG00000168703,WFDC12
1809,ENSG00000168874,ATOH8
1810,ENSG00000168878,SFTPB
1811,ENSG00000168913,ENHO
1812,ENSG00000168938,PPIC
1813,ENSG00000168952,STXBP6
1814,ENSG00000168961,LGALS9
1815,ENSG00000169035,KLK7
1816,ENSG00000169067,ACTBL2
1817,ENSG00000169136,ATF5
1818,ENSG00000169194,IL13
1819,ENSG00000169213,RAB3B
1820,ENSG00000169224,GCSAML
1821,ENSG00000169245,CXCL10
1822,ENSG00000169248,CXCL11
1823,ENSG00000169271,HSPB3
1824,ENSG00000169385,RNASE2
1825,ENSG00000169403,PTAFR
1826,ENSG00000169413,RNASE6
1827,ENSG00000169429,CXCL8
1828,ENSG00000169432,SCN9A
1829,ENSG00000169435,RASSF6
1830,ENSG00000169439,SDC2
1831,ENSG00000169469,SPRR1B
1832,ENSG00000169474,SPRR1A
1833,ENSG00000169508,GPR183
1834,ENSG00000169509,CRCT1
1835,ENSG00000169554,ZEB2
1836,ENSG00000169583,CLIC3
1837,ENSG00000169604,ANTXR1
1838,ENSG00000169679,BUB1
1839,ENSG00000169715,MT1E
1840,ENSG00000169744,LDB2
1841,ENSG00000169783,LINGO1
1842,ENSG00000169860,P2RY1
1843,ENSG00000169877,AHSP
1844,ENSG00000169900,PYDC1
1845,ENSG00000169905,TOR1AIP2
1846,ENSG00000169908,TM4SF1
1847,ENSG00000169991,IFFO2
1848,ENSG00000170017,ALCAM
1849,ENSG00000170044,ZPLD1
1850,ENSG00000170054,SERPINA9
1851,ENSG00000170175,CHRNB1
1852,ENSG00000170185,USP38
1853,ENSG00000170290,SLN
1854,ENSG00000170312,CDK1
1855,ENSG00000170323,FABP4
1856,ENSG00000170345,FOS
1857,ENSG00000170373,CST1
1858,ENSG00000170374,SP7
1859,ENSG00000170412,GPRC5C
1860,ENSG00000170421,KRT8
1861,ENSG00000170423,KRT78
1862,ENSG00000170426,SDR9C7
1863,ENSG00000170439,TMT1B
1864,ENSG00000170442,KRT86
1865,ENSG00000170454,KRT75
1866,ENSG00000170458,CD14
1867,ENSG00000170465,KRT6C
1868,ENSG00000170476,MZB1
1869,ENSG00000170484,KRT74
1870,ENSG00000170486,KRT72
1871,ENSG00000170523,KRT83
1872,ENSG00000170525,PFKFB3
1873,ENSG00000170542,SERPINB9
1874,ENSG00000170549,IRX1
1875,ENSG00000170786,SDR16C5
1876,ENSG00000170801,HTRA3
1877,ENSG00000170848,PSG6
1878,ENSG00000170866,LILRA3
1879,ENSG00000170891,CYTL1
1880,ENSG00000170893,TRH
1881,ENSG00000170955,CAVIN3
1882,ENSG00000170961,HAS2
1883,ENSG00000170962,PDGFD
1884,ENSG00000171049,FPR2
1885,ENSG00000171051,FPR1
1886,ENSG00000171102,OBP2B
1887,ENSG00000171234,UGT2B7
1888,ENSG00000171241,SHCBP1
1889,ENSG00000171243,SOSTDC1
1890,ENSG00000171246,NPTX1
1891,ENSG00000171345,KRT19
1892,ENSG00000171346,KRT15
1893,ENSG00000171365,CLCN5
1894,ENSG00000171401,KRT13
1895,ENSG00000171446,KRT27
1896,ENSG00000171476,HOPX
1897,ENSG00000171551,ECEL1
1898,ENSG00000171611,PTCRA
1899,ENSG00000171617,ENC1
1900,ENSG00000171711,DEFB4A
1901,ENSG00000171819,ANGPTL7
1902,ENSG00000171848,RRM2
1903,ENSG00000171860,C3AR1
1904,ENSG00000171864,PRND
1905,ENSG00000171903,CYP4F11
1906,ENSG00000171940,ZNF217
1907,ENSG00000171951,SCG2
1908,ENSG00000171954,CYP4F22
1909,ENSG00000171970,ZNF57
1910,ENSG00000172005,MAL
1911,ENSG00000172037,LAMB2
1912,ENSG00000172061,LRRC15
1913,ENSG00000172116,CD8B
1914,ENSG00000172137,CALB2
1915,ENSG00000172155,LCE1D
1916,ENSG00000172156,CCL11
1917,ENSG00000172175,MALT1
1918,ENSG00000172201,ID4
1919,ENSG00000172215,CXCR6
1920,ENSG00000172236,TPSAB1
1921,ENSG00000172243,CLEC7A
1922,ENSG00000172260,NEGR1
1923,ENSG00000172322,CLEC12A
1924,ENSG00000172379,ARNT2
1925,ENSG00000172382,PRSS27
1926,ENSG00000172403,SYNPO2
1927,ENSG00000172478,MAB21L4
1928,ENSG00000172482,AGXT
1929,ENSG00000172543,CTSW
1930,ENSG00000172551,MUCL1
1931,ENSG00000172602,RND1
1932,ENSG00000172638,EFEMP2
1933,ENSG00000172724,CCL19
1934,ENSG00000172731,LRRC20
1935,ENSG00000172752,COL6A5
1936,ENSG00000172867,KRT2
1937,ENSG00000172889,EGFL7
1938,ENSG00000172935,MRGPRF
1939,ENSG00000172939,OXSR1
1940,ENSG00000172965,MIR4435-2HG
1941,ENSG00000172969,FRG2C
1942,ENSG00000172986,GXYLT2
1943,ENSG00000172995,ARPP21
1944,ENSG00000173083,HPSE
1945,ENSG00000173110,HSPA6
1946,ENSG00000173156,RHOD
1947,ENSG00000173207,CKS1B
1948,ENSG00000173210,ABLIM3
1949,ENSG00000173221,GLRX
1950,ENSG00000173237,C11orf86
1951,ENSG00000173239,LIPM
1952,ENSG00000173267,SNCG
1953,ENSG00000173269,MMRN2
1954,ENSG00000173338,KCNK7
1955,ENSG00000173369,C1QB
1956,ENSG00000173372,C1QA
1957,ENSG00000173391,OLR1
1958,ENSG00000173404,INSM1
1959,ENSG00000173432,SAA1
1960,ENSG00000173546,CSPG4
1961,ENSG00000173559,NABP1
1962,ENSG00000173578,XCR1
1963,ENSG00000173641,HSPB7
1964,ENSG00000173706,HEG1
1965,ENSG00000173762,CD7
1966,ENSG00000173908,KRT28
1967,ENSG00000173918,C1QTNF1
1968,ENSG00000174059,CD34
1969,ENSG00000174145,NWD2
1970,ENSG00000174175,SELP
1971,ENSG00000174255,ZNF80
1972,ENSG00000174343,CHRNA9
1973,ENSG00000174348,PODN
1974,ENSG00000174460,ZCCHC12
1975,ENSG00000174502,SLC26A9
1976,ENSG00000174600,CMKLR1
1977,ENSG00000174640,SLCO2A1
1978,ENSG00000174697,LEP
1979,ENSG00000174705,SH3PXD2B
1980,ENSG00000174718,RESF1
1981,ENSG00000174738,NR1D2
1982,ENSG00000174807,CD248
1983,ENSG00000174808,BTC
1984,ENSG00000174944,P2RY14
1985,ENSG00000175003,SLC22A1
1986,ENSG00000175040,CHST2
1987,ENSG00000175063,UBE2C
1988,ENSG00000175065,DSG4
1989,ENSG00000175084,DES
1990,ENSG00000175121,WFDC5
1991,ENSG00000175130,MARCKSL1
1992,ENSG00000175183,CSRP2
1993,ENSG00000175315,CST6
1994,ENSG00000175344,CHRNA7
1995,ENSG00000175426,PCSK1
1996,ENSG00000175445,LPL
1997,ENSG00000175471,MCTP1
1998,ENSG00000175489,LRRC25
1999,ENSG00000175567,UCP2
2000,ENSG00000175691,ZNF77
2001,ENSG00000175820,CCDC168
2002,ENSG00000175868,CALCB
2003,ENSG00000175899,A2M
2004,ENSG00000175928,LRRN1
2005,ENSG00000175984,DENND2C
2006,ENSG00000175985,PLEKHD1
2007,ENSG00000176046,NUPR1
2008,ENSG00000176075,LINC00302
2009,ENSG00000176083,ZNF683
2010,ENSG00000176153,GPX2
2011,ENSG00000176170,SPHK1
2012,ENSG00000176171,BNIP3
2013,ENSG00000176177,ENTHD1
2014,ENSG00000176194,CIDEA
2015,ENSG00000176320,RP11-404O13.5
2016,ENSG00000176435,CLEC14A
2017,ENSG00000176485,PLAAT3
2018,ENSG00000176692,FOXC2
2019,ENSG00000176769,TCERG1L
2020,ENSG00000176788,BASP1
2021,ENSG00000176840,MIR7-3HG
2022,ENSG00000176845,METRNL
2023,ENSG00000176884,GRIN1
2024,ENSG00000176887,SOX11
2025,ENSG00000176890,TYMS
2026,ENSG00000176907,TCIM
2027,ENSG00000176956,LY6H
2028,ENSG00000176971,FIBIN
2029,ENSG00000177042,TMEM80
2030,ENSG00000177112,IRAG1-AS1
2031,ENSG00000177169,ULK1
2032,ENSG00000177238,TRIM72
2033,ENSG00000177257,DEFB4B
2034,ENSG00000177283,FZD8
2035,ENSG00000177455,CD19
2036,ENSG00000177469,CAVIN1
2037,ENSG00000177494,ZBED2
2038,ENSG00000177575,CD163
2039,ENSG00000177628,GBA1
2040,ENSG00000177706,FAM20C
2041,ENSG00000178075,GRAMD1C
2042,ENSG00000178104,PDE4DIP
2043,ENSG00000178172,SPINK6
2044,ENSG00000178175,ZNF366
2045,ENSG00000178363,CALML3
2046,ENSG00000178372,CALML5
2047,ENSG00000178381,ZFAND2A
2048,ENSG00000178585,CTNNBIP1
2049,ENSG00000178597,PSAPL1
2050,ENSG00000178695,KCTD12
2051,ENSG00000178719,GRINA
2052,ENSG00000178776,C5orf46
2053,ENSG00000178878,APOLD1
2054,ENSG00000178934,LGALS7B
2055,ENSG00000178977,LINC00324
2056,ENSG00000178999,AURKB
2057,ENSG00000179094,PER1
2058,ENSG00000179148,ALOXE3
2059,ENSG00000179163,FUCA1
2060,ENSG00000179344,HLA-DQB1
2061,ENSG00000179348,GATA2
2062,ENSG00000179388,EGR3
2063,ENSG00000179403,VWA1
2064,ENSG00000179477,ALOX12B
2065,ENSG00000179583,CIITA
2066,ENSG00000179630,LACC1
2067,ENSG00000179636,TPPP2
2068,ENSG00000179639,FCER1A
2069,ENSG00000179750,APOBEC3B
2070,ENSG00000179772,FOXS1
2071,ENSG00000179776,CDH5
2072,ENSG00000179862,CITED4
2073,ENSG00000179915,NRXN1
2074,ENSG00000179954,SSC5D
2075,ENSG00000180155,LYNX1
2076,ENSG00000180332,KCTD4
2077,ENSG00000180440,SERTM1
2078,ENSG00000180447,GAS1
2079,ENSG00000180530,NRIP1
2080,ENSG00000180549,FUT7
2081,ENSG00000180644,PRF1
2082,ENSG00000180660,MAB21L1
2083,ENSG00000180667,YOD1
2084,ENSG00000180730,SHISA2
2085,ENSG00000180758,GPR157
2086,ENSG00000180777,ANKRD30B
2087,ENSG00000180875,GREM2
2088,ENSG00000180879,SSR4
2089,ENSG00000181019,NQO1
2090,ENSG00000181143,MUC16
2091,ENSG00000181195,PENK
2092,ENSG00000181218,H2AC25
2093,ENSG00000181333,HEPHL1
2094,ENSG00000181374,CCL13
2095,ENSG00000181449,SOX2
2096,ENSG00000181458,TMEM45A
2097,ENSG00000181467,RAP2B
2098,ENSG00000181617,FDCSP
2099,ENSG00000181631,P2RY13
2100,ENSG00000181634,TNFSF15
2101,ENSG00000181649,PHLDA2
2102,ENSG00000181652,ATG9B
2103,ENSG00000181744,DIPK2A
2104,ENSG00000181847,TIGIT
2105,ENSG00000181885,CLDN7
2106,ENSG00000182010,RTKN2
2107,ENSG00000182054,IDH2
2108,ENSG00000182107,TMEM30B
2109,ENSG00000182132,KCNIP1
2110,ENSG00000182223,ZAR1
2111,ENSG00000182240,BACE2
2112,ENSG00000182253,SYNM
2113,ENSG00000182261,NLRP10
2114,ENSG00000182287,AP1S2
2115,ENSG00000182326,C1S
2116,ENSG00000182378,PLCXD1
2117,ENSG00000182481,KPNA2
2118,ENSG00000182489,XKRX
2119,ENSG00000182492,BGN
2120,ENSG00000182566,CLEC4G
2121,ENSG00000182578,CSF1R
2122,ENSG00000182580,EPHB3
2123,ENSG00000182591,KRTAP11-1
2124,ENSG00000182600,SNORC
2125,ENSG00000182612,TSPAN10
2126,ENSG00000182636,NDN
2127,ENSG00000182667,NTM
2128,ENSG00000182752,PAPPA
2129,ENSG00000182795,C1orf116
2130,ENSG00000182809,CRIP2
2131,ENSG00000182836,PLCXD3
2132,ENSG00000182851,GPIHBP1
2133,ENSG00000182853,VMO1
2134,ENSG00000182871,COL18A1
2135,ENSG00000182916,TCEAL7
2136,ENSG00000182985,CADM1
2137,ENSG00000183018,SPNS2
2138,ENSG00000183019,MCEMP1
2139,ENSG00000183023,SLC8A1
2140,ENSG00000183098,GPC6
2141,ENSG00000183160,TMEM119
2142,ENSG00000183287,CCBE1
2143,ENSG00000183395,PMCH
2144,ENSG00000183479,TREX2
2145,ENSG00000183508,TENT5C
2146,ENSG00000183615,FAM167B
2147,ENSG00000183668,PSG9
2148,ENSG00000183674,LINC00518
2149,ENSG00000183688,RFLNB
2150,ENSG00000183696,UPP1
2151,ENSG00000183722,LHFPL6
2152,ENSG00000183742,MACC1
2153,ENSG00000183748,MRC1L1
2154,ENSG00000183760,ACP7
2155,ENSG00000183783,KCTD8
2156,ENSG00000183807,FAM162B
2157,ENSG00000183963,SMTN
2158,ENSG00000183971,NPW
2159,ENSG00000183979,NPB
2160,ENSG00000184060,ADAP2
2161,ENSG00000184113,CLDN5
2162,ENSG00000184148,SPRR4
2163,ENSG00000184160,ADRA2C
2164,ENSG00000184163,C1QTNF12
2165,ENSG00000184185,KCNJ12
2166,ENSG00000184254,ALDH1A3
2167,ENSG00000184260,H2AC20
2168,ENSG00000184292,TACSTD2
2169,ENSG00000184330,S100A7A
2170,ENSG00000184347,SLIT3
2171,ENSG00000184351,KRTAP19-1
2172,ENSG00000184357,H1-5
2173,ENSG00000184371,CSF1
2174,ENSG00000184459,BPIFC
2175,ENSG00000184489,PTP4A3
2176,ENSG00000184492,FOXD4L1
2177,ENSG00000184502,GAST
2178,ENSG00000184545,DUSP8
2179,ENSG00000184557,SOCS3
2180,ENSG00000184709,LRRC26
2181,ENSG00000184731,FAM110C
2182,ENSG00000184788,SATL1
2183,ENSG00000184792,OSBP2
2184,ENSG00000185022,MAFF
2185,ENSG00000185112,FAM43A
2186,ENSG00000185149,NPY2R
2187,ENSG00000185198,PRSS57
2188,ENSG00000185215,TNFAIP2
2189,ENSG00000185269,NOTUM
2190,ENSG00000185291,IL3RA
2191,ENSG00000185339,TCN2
2192,ENSG00000185467,KPNA7
2193,ENSG00000185479,KRT6B
2194,ENSG00000185507,IRF7
2195,ENSG00000185551,NR2F2
2196,ENSG00000185559,DLK1
2197,ENSG00000185565,LSAMP
2198,ENSG00000185633,NDUFA4L2
2199,ENSG00000185640,KRT79
2200,ENSG00000185664,PMEL
2201,ENSG00000185674,LYG2
2202,ENSG00000185739,SRL
2203,ENSG00000185745,IFIT1
2204,ENSG00000185873,TMPRSS11B
2205,ENSG00000185897,FFAR3
2206,ENSG00000185950,IRS2
2207,ENSG00000185960,SHOX
2208,ENSG00000185962,LCE3A
2209,ENSG00000185966,LCE3E
2210,ENSG00000186049,KRT73
2211,ENSG00000186074,CD300LF
2212,ENSG00000186081,KRT5
2213,ENSG00000186115,CYP4F2
2214,ENSG00000186160,CYP4Z1
2215,ENSG00000186188,FFAR4
2216,ENSG00000186191,BPIFB4
2217,ENSG00000186204,CYP4F12
2218,ENSG00000186207,LCE5A
2219,ENSG00000186226,LCE1E
2220,ENSG00000186300,ZNF555
2221,ENSG00000186340,THBS2
2222,ENSG00000186352,ANKRD37
2223,ENSG00000186354,C9orf47
2224,ENSG00000186395,KRT10
2225,ENSG00000186407,CD300E
2226,ENSG00000186442,KRT3
2227,ENSG00000186474,KLK12
2228,ENSG00000186480,INSIG1
2229,ENSG00000186526,CYP4F8
2230,ENSG00000186529,CYP4F3
2231,ENSG00000186710,CFAP73
2232,ENSG00000186806,VSIG10L
2233,ENSG00000186818,LILRB4
2234,ENSG00000186827,TNFRSF4
2235,ENSG00000186832,KRT16
2236,ENSG00000186834,HEXIM1
2237,ENSG00000186844,LCE1A
2238,ENSG00000186847,KRT14
2239,ENSG00000186860,KRTAP17-1
2240,ENSG00000186891,TNFRSF18
2241,ENSG00000186977,KRTAP19-5
2242,ENSG00000186998,EMID1
2243,ENSG00000187054,TMPRSS11A
2244,ENSG00000187079,TEAD1
2245,ENSG00000187094,CCK
2246,ENSG00000187098,MITF
2247,ENSG00000187116,LILRA5
2248,ENSG00000187134,AKR1C1
2249,ENSG00000187140,FOXD3
2250,ENSG00000187164,SHTN1
2251,ENSG00000187173,LCE2A
2252,ENSG00000187180,LCE2C
2253,ENSG00000187193,MT1X
2254,ENSG00000187223,LCE2D
2255,ENSG00000187244,BCAM
2256,ENSG00000187268,FAM9C
2257,ENSG00000187323,DCC
2258,ENSG00000187474,FPR3
2259,ENSG00000187479,C11orf96
2260,ENSG00000187498,COL4A1
2261,ENSG00000187513,GJA4
2262,ENSG00000187608,ISG15
2263,ENSG00000187664,HAPLN4
2264,ENSG00000187672,ERC2
2265,ENSG00000187796,CARD9
2266,ENSG00000187837,H1-2
2267,ENSG00000187848,P2RX2
2268,ENSG00000187955,COL14A1
2269,ENSG00000188001,TPRG1
2270,ENSG00000188015,S100A3
2271,ENSG00000188042,ARL4C
2272,ENSG00000188060,RAB42
2273,ENSG00000188100,FAM25A
2274,ENSG00000188112,C6orf132
2275,ENSG00000188257,PLA2G2A
2276,ENSG00000188277,C15orf62
2277,ENSG00000188282,RUFY4
2278,ENSG00000188290,HES4
2279,ENSG00000188293,IGFL1
2280,ENSG00000188373,GPR15LG
2281,ENSG00000188467,SLC24A5
2282,ENSG00000188483,IER5L
2283,ENSG00000188486,H2AX
2284,ENSG00000188488,SERPINA5
2285,ENSG00000188505,NCCRP1
2286,ENSG00000188508,KRTDAP
2287,ENSG00000188536,HBA2
2288,ENSG00000188624,IGFL3
2289,ENSG00000188686,SCXA
2290,ENSG00000188783,PRELP
2291,ENSG00000188820,CALHM6
2292,ENSG00000188916,INSYN2A
2293,ENSG00000188958,UTS2B
2294,ENSG00000189001,SBSN
2295,ENSG00000189051,RNF222
2296,ENSG00000189056,RELN
2297,ENSG00000189057,FAM111B
2298,ENSG00000189058,APOD
2299,ENSG00000189060,H1-0
2300,ENSG00000189090,FAM25G
2301,ENSG00000189120,SP6
2302,ENSG00000189129,PLAC9
2303,ENSG00000189143,CLDN4
2304,ENSG00000189171,S100A13
2305,ENSG00000189182,KRT77
2306,ENSG00000189184,PCDH18
2307,ENSG00000189221,MAOA
2308,ENSG00000189266,PNRC2
2309,ENSG00000189320,FAM180A
2310,ENSG00000189334,S100A14
2311,ENSG00000189377,CXCL17
2312,ENSG00000189409,MMP23B
2313,ENSG00000189410,SH2D5
2314,ENSG00000189431,RASSF10
2315,ENSG00000189433,GJB4
2316,ENSG00000196126,HLA-DRB1
2317,ENSG00000196136,SERPINA3
2318,ENSG00000196139,AKR1C3
2319,ENSG00000196154,S100A4
2320,ENSG00000196172,ZNF681
2321,ENSG00000196352,CD55
2322,ENSG00000196361,ELAVL3
2323,ENSG00000196407,THEM5
2324,ENSG00000196533,C1orf186
2325,ENSG00000196542,SPTSSB
2326,ENSG00000196549,MME
2327,ENSG00000196569,LAMA2
2328,ENSG00000196581,AJAP1
2329,ENSG00000196586,MYO6
2330,ENSG00000196611,MMP1
2331,ENSG00000196616,ADH1B
2332,ENSG00000196628,TCF4
2333,ENSG00000196705,ZNF431
2334,ENSG00000196734,LCE1B
2335,ENSG00000196735,HLA-DQA1
2336,ENSG00000196743,GM2A
2337,ENSG00000196754,S100A2
2338,ENSG00000196787,H2AC11
2339,ENSG00000196805,SPRR2B
2340,ENSG00000196878,LAMB3
2341,ENSG00000197019,SERTAD1
2342,ENSG00000197046,SIGLEC15
2343,ENSG00000197061,H4C3
2344,ENSG00000197079,KRT35
2345,ENSG00000197084,LCE1C
2346,ENSG00000197106,SLC6A17
2347,ENSG00000197191,CYSRT1
2348,ENSG00000197208,SLC22A4
2349,ENSG00000197245,FAM110D
2350,ENSG00000197249,SERPINA1
2351,ENSG00000197253,TPSB2
2352,ENSG00000197262,CCL4L2
2353,ENSG00000197272,IL27
2354,ENSG00000197279,ZNF165
2355,ENSG00000197353,LYPD2
2356,ENSG00000197372,ZNF675
2357,ENSG00000197380,DACT3
2358,ENSG00000197405,C5AR1
2359,ENSG00000197406,DIO3
2360,ENSG00000197415,VEPH1
2361,ENSG00000197461,PDGFA
2362,ENSG00000197561,ELANE
2363,ENSG00000197594,ENPP1
2364,ENSG00000197614,MFAP5
2365,ENSG00000197629,MPEG1
2366,ENSG00000197632,SERPINB2
2367,ENSG00000197641,SERPINB13
2368,ENSG00000197683,KRTAP26-1
2369,ENSG00000197696,NMB
2370,ENSG00000197746,PSAP
2371,ENSG00000197766,CFD
2372,ENSG00000197822,OCLN
2373,ENSG00000197872,CYRIA
2374,ENSG00000197893,NRAP
2375,ENSG00000197915,HRNR
2376,ENSG00000197921,HES5
2377,ENSG00000197930,ERO1A
2378,ENSG00000197943,PLCG2
2379,ENSG00000197948,FCHSD1
2380,ENSG00000197953,AADACL2
2381,ENSG00000197956,S100A6
2382,ENSG00000197989,SNHG12
2383,ENSG00000197992,CLEC9A
2384,ENSG00000198074,AKR1B10
2385,ENSG00000198092,TMPRSS11F
2386,ENSG00000198099,ADH4
2387,ENSG00000198106,SNX29P2
2388,ENSG00000198121,LPAR1
2389,ENSG00000198125,MB
2390,ENSG00000198142,SOWAHC
2391,ENSG00000198178,CLEC4C
2392,ENSG00000198223,CSF2RA
2393,ENSG00000198246,SLC29A3
2394,ENSG00000198336,MYL4
2395,ENSG00000198417,MT1F
2396,ENSG00000198431,TXNRD1
2397,ENSG00000198435,NRARP
2398,ENSG00000198467,TPM2
2399,ENSG00000198502,HLA-DRB5
2400,ENSG00000198523,PLN
2401,ENSG00000198542,ITGBL1
2402,ENSG00000198576,ARC
2403,ENSG00000198643,FAM3D
2404,ENSG00000198682,PAPSS2
2405,ENSG00000198719,DLL1
2406,ENSG00000198734,F5
2407,ENSG00000198743,SLC5A3
2408,ENSG00000198754,OXCT2
2409,ENSG00000198759,EGFL6
2410,ENSG00000198768,APCDD1L
2411,ENSG00000198796,ALPK2
2412,ENSG00000198814,GK
2413,ENSG00000198829,SUCNR1
